,id,IATA,en-GB,latitude,longitude,vibes
1036,95674170,BUS,Batumi,41.610833,41.600556,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1044,95566278,BVA,Paris Beauvais,49.455833,2.1125,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1073,95673663,BWI,Baltimore Washington International,39.175556,-76.671389,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1078,99539670,BWN,Bandar Seri Begawan,4.9442,114.92835,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""1""}"
1094,129052574,BXG,Bendigo,-36.734722,144.301944,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1124,128668109,BYO,Bonito,-21.229444,-56.456111,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
1144,128668171,BZN,Bozeman Yellowstone International,45.77782,-111.151772,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
1148,129052571,BZS,Washington Buzzards Pt S,38.863333,-77.013333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1161,95674085,CAG,Cagliari,39.247222,9.061111,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1163,104120222,CAI,Cairo,30.1128361,31.3997046,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1168,128668169,CAN,Guangzhou,23.39244,113.29879,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1170,128668359,CAP,Cap Haitien,19.732778,-72.195,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1181,95673568,CBB,Cochabamba,-17.428333,-66.171667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1196,95673866,CBR,Canberra,-35.308889,149.195,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1208,129054893,CCD,Los Angeles Century City,34.066667,-118.266667,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1209,213521033,CCE,Capital International,30.075833,31.833333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1222,129053745,CCR,Concord,37.988889,-122.055556,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1223,95673431,CCS,Caracas,10.606389,-66.989167,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1225,128668366,CCU,Kolkata,22.6525,88.449167,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1237,95565041,CDG,Paris Charles de Gaulle,49.0096176,2.5481698,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1255,95673597,CEB,Mactan-Cebu International,10.307222,123.978889,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
1262,95674276,CEI,Chiang Rai,19.9525,99.883056,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1280,95673778,CFB,Cabo Frio,-22.925,-42.078611,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1285,128668106,CFG,Cienfuegos,22.15,-80.414167,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1294,95674322,CFS,Coffs Harbour,-30.321667,153.120833,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1296,95674252,CFU,Corfu,39.601389,19.910278,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
1305,95673330,CGH,Sao Paulo Congonhas,-23.625,-46.66,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1312,128667293,CGP,Chittagong,22.2575,91.825556,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1320,95673785,CGY,Cagayan De Oro,8.416111,124.610556,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1324,95673841,CHC,Christchurch,-43.488333,172.533333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1328,129054887,CHH,Chachapoyas,-6.216667,-77.85,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
1336,95674143,CHQ,Crete Chania,35.5325,24.148333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1338,95674227,CHS,Charleston,32.899167,-80.038889,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1346,95565062,CIA,Rome Ciampino,41.799444,12.593333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1383,128668104,CJU,Jeju,33.505556,126.495,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
1390,104120221,CKG,Chongqing,29.719167,106.641667,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1405,128668164,CKY,Conakry,9.576389,-13.610833,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1410,128668381,CLD,McClellan-Palomar,33.128136,-117.278194,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1420,95673404,CLO,Cali,3.546111,-76.385,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1427,129056773,CLW,Clearwater Executive,27.976667,-82.758611,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1432,95673656,CMB,Colombo Bandaranayake,7.175,79.884722,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1444,95673387,CMN,Casablanca Mohamed V.,33.366667,-7.586667,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1453,128668449,CMW,Camaguey,21.42043,-77.84743,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1462,95673408,CNF,Belo Horizonte Tancredo Neves Int'l.,-19.633333,-43.968611,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1470,192465714,CNN,Kannur International,11.92,75.55,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1475,95674104,CNS,Cairns,-16.883333,145.751667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""1""}"
1480,95674024,CNX,Chiang Mai,18.7678912,98.9639981,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
1481,128667290,CNY,Moab,38.759444,-109.746112,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
1497,128668386,COO,Cotonou,6.354167,2.385556,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1500,95673464,COR,Cordoba,-31.313056,-64.199444,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1510,128668229,CPC,San Martin DeLos Andes,-40.066667,-71.133333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
1515,95673519,CPH,Copenhagen,55.608056,12.633333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1522,95673380,CPT,Cape Town,-33.9714986,18.6020744,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
1525,129051945,CPX,Culebra,18.3,-65.316667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
1538,129055474,CRE,Myrtle Beach Grand Strand,33.811389,-78.724444,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1545,95565038,CRL,Brussels S. Charleroi,50.459197,4.453817,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1548,95673931,CRP,Corpus Christi International,27.772222,-97.501389,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1581,95673893,CTA,Catania Fontanarossa,37.4672543,15.0657496,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1587,95673470,CTG,Cartagena,10.446667,-75.510833,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
1598,128668447,CTS,Sapporo Chitose,42.795833,141.669167,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1600,128668393,CTU,Chengdu Shuangliu International,30.578611,103.947222,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1609,95673937,CUE,Cuenca,-2.866667,-78.983333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1618,95673718,CUN,Cancun,21.033333,-86.866667,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1628,129056694,CUX,Corpus Christi Cuddihy Field,27.75,-97.336111,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1630,95673897,CUZ,Cuzco,-13.529444,-71.959722,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1631,129052786,CVA,Pittsburgh Civic Ar Heli,40.496667,-80.235833,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1649,95673436,CWB,Curitiba,-25.526667,-49.177778,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1655,95673795,CWL,Cardiff,51.3977068,-3.3462304,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1663,128668342,CXB,Cox's Bazar,21.45,91.966667,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""1""}"
1666,128667594,CXH,Vancouver Coal Harbour,49.29017,-123.117541,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1674,95673922,CXR,Nha Trang Cam Ranh,11.993611,109.225,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1680,133170122,CYD,San Ignacio Cayo,17.160125,-89.06,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""1""}"
1684,129055558,CYI,Chiayi,23.466667,120.383333,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1718,95674011,DAB,Daytona Beach,29.1825,-81.052778,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1719,128668399,DAC,Hazrat Shahjalal International Airport ,23.84382693,90.40301103,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1720,95673615,DAD,Da Nang,16.042222,108.203611,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""1"",""beach"":""0"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
1728,128667302,DAL,Dallas Love Field,32.846944,-96.853333,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1729,95673443,DAM,Damascus,33.413889,36.517778,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""1"",""outdoor_adventures"":""0""}"
1733,99539625,DAR,Dar Es Salaam,-6.875278,39.201944,"{""nightlife_and_entertainment"":""1"",""underrated_destinations"":""0"",""beach"":""0"",""art_and_culture"":""0"",""great_food"":""0"",""outdoor_adventures"":""0""}"
1753,95674145,DBV,Dubrovnik,42.5608737,18.2621316,"{""nightlife_and_entertainment"":""0"",""underrated_destinations"":""0"",""beach"":""1"",""art_and_culture"":""1"",""great_food"":""1"",""outdoor_adventures"":""1""}"
